Instruction,Unit,Signal/SAD,Reference/ADD,Value/DATA,PAGE,Comments
I2C,WR-Reg,0x38,0xfe,0x0,0,
I2C,WR-Reg,0x38,0xf,0x1,0,
I2C,WR-Reg,0x38,0x95,0x96,0,
I2C,WR-Reg,0x38,0x9f,0x1,0,
I2C,WR-Reg,0x38,0x92,0x5,0,
I2C,WR-Reg,0x38,0x4e,0x19,0,
I2C,WR-Reg,0x38,0xfe,0x1,0,
I2C,WR-Reg,0x38,0x1f,0x10,1,
I2C,WR-Reg,0x38,0x1f,0x12,1,
I2C,WR-Reg,0x38,0x1f,0x1a,1,
FFT,_,OUTP,OUTN,{'THD': -80},,"args=(), kwargs={'signal_type': 'Analog'}"
