cmd , register , value 
w , 0xFE , 0x1 
w , 0x16 , 0x20 
w , 0x15 , 0x0 
w , 0x17 , 0x1 
w , 0x17 , 0x3 
w , 0xFE , 0x1 
w , 0x17 , 0x3 
w , 0x15 , pwm_test.get('test_selection_code' 
w , 0x15 , pwm_test.get('test_selection_code' 
w , 0x16 , 0x20 
w , 0x15 , pwm_test.get('test_selection_code' 
w , 0x16 , 0x20 
w , 0x16 , 0x0 
w , 0x15 , 0x0 
w , 0x17 , 0x2 
w , 0x17 , 0x0 
