cmd , register , value 
w , 0x84 , 0x97 
w , 0x81 , 0x6 
w , 0x82 , 0x12 
w , 0x83 , 0xa 
w , 0xFE , 0x1 
w , 0x17 , 0x1 
w , 0x15 , ref_test.get('test_selection_code' 
w , 0x16 , 0x1 
w , 0x16 , 0x0 
w , 0x15 , ref_test.get('test_selection_code' 
w , 0x16 , 0x1 
w , 0x16 , 0x0 
w , 0x16 , 0x0 
w , 0x17 , 0x0 
w , 0x15 , 0x0 
